latitude,longitude,time,u10,v10,i10fg,windspeed,bf,month,year
43.5,10.0,2017-01-10 06:00:00,-8.185418,0.26562637,12.384939,15.919555602542475,BF7,1,2017
43.5,10.0,2017-01-10 07:00:00,-8.581863,-0.23577029,12.425209,16.688102192567243,BF7,1,2017
43.5,10.0,2017-01-10 08:00:00,-9.09269,-0.3821203,13.217838,17.690377118508966,BF8,1,2017
43.5,10.0,2017-01-10 09:00:00,-9.428651,-0.4057464,13.666167,18.34479355849652,BF8,1,2017
43.5,10.0,2017-01-10 10:00:00,-8.772301,0.04117918,13.662141,17.052176316894982,BF7,1,2017
43.5,10.0,2017-01-10 11:00:00,-9.000466,-0.4674365,13.533951,17.519085601245276,BF8,1,2017
43.5,10.0,2017-01-10 12:00:00,-9.148385,-1.4059145,13.093676,17.991805511684127,BF8,1,2017
43.5,10.0,2017-01-10 13:00:00,-9.477757,-2.171135,12.758771,18.900498231874835,BF8,1,2017
43.5,10.0,2017-01-10 14:00:00,-9.703527,-2.1580095,12.940653,19.322972910967845,BF8,1,2017
43.5,10.0,2017-01-10 15:00:00,-9.747245,-1.7517731,13.0326,19.250685187223514,BF8,1,2017
43.5,10.0,2017-01-10 16:00:00,-9.815515,-1.860059,13.1373005,19.419400083072894,BF8,1,2017
43.5,10.0,2017-01-10 17:00:00,-10.04368,-2.0615366,13.655429,19.930373678937247,BF8,1,2017
43.5,10.0,2017-01-10 18:00:00,-10.014336,-2.0779436,14.007784,19.88095571475563,BF8,1,2017
43.5,10.0,2017-01-10 19:00:00,-9.672986,-2.1698225,14.462824,19.270038251702,BF8,1,2017
43.5,10.0,2017-01-10 20:00:00,-9.378946,-2.2288876,14.220539,18.73896070094909,BF8,1,2017
43.5,10.0,2017-01-10 21:00:00,-8.98789,-2.2190433,13.721202,17.99566718198684,BF8,1,2017
43.5,10.0,2017-01-10 22:00:00,-8.469278,-2.098288,13.383613,16.960696327403472,BF7,1,2017
43.5,10.0,2017-01-10 23:00:00,-8.5812645,-2.0785997,13.38764,17.163021583680813,BF8,1,2017
43.5,10.0,2017-01-11 00:00:00,-8.777092,-2.2242935,13.279584,17.600631713819936,BF8,1,2017
43.5,10.0,2017-01-11 01:00:00,-8.787272,-1.9014046,12.914478,17.476394057185438,BF8,1,2017
43.5,10.0,2017-01-11 02:00:00,-8.491436,-1.5542333,12.573533,16.780245502835257,BF7,1,2017
43.5,10.0,2017-01-11 03:00:00,-8.230932,-1.0849943,12.307757,16.138060867592287,BF7,1,2017
